6121;Elektriciteit;bedrag;stukNrs
612101;Elektriciteit privatieven;-45807,3;89;117;137;196;200
612131;Elektriciteit buitenverlichting;468,52;195;196
612135;Elektriciteit zwembad pomphuis;709,07;195;196
