6124;Andere nutsvoorzieningen;bedrag;stukNrs
612400;Kabeldistributie;4513,08;46;55;66;77;90;96;109;120;125;132;142;149
612401;Internet;12632,4;45;54;67;76;91;97;108;119;126;131;141;148
612402;Telefoon brandcentrale;247,98;99;112;121;128;135;143;153
